部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,高中学业水平考试,报名篇,问：在外省市获得的高中学业水平考试成绩在上海可以认定吗？答：（1）合格性考试报名报考期间，语文、数学、外语、思想政治、历史、地理、物理、化学、生物学和信息技术10门科目合格性考试成绩可申请认定，但等级性考试成绩不予认定；（2）考生可持外省市省级（或直辖市、自治区，下同）教育考试机构统一组织的高中学业水平考试成绩单等相关材料，申请本市普通高中学业水平考试相应科目的合格性考试成绩认定；（3）学生申请认定的外省市普通高中学业水平考试成绩经上海市教育考试院认定为合格后，不可再参加其已认定科目的合格性考试；若学生本人申请参加本市相应科目的合格性考试（以实际参加考试为准），其原成绩不再予以认定； （4）为避免漏报，学生申请成绩认定时，须先进行本市合格性考试的报考，待相应科目成绩被认定合格后可再取消报考。,"['(合格性考试, 包含科目, 语文)', '(合格性考试, 包含科目, 数学)', '(合格性考试, 包含科目, 外语)', '(合格性考试, 包含科目, 思想政治)', '(合格性考试, 包含科目, 历史)', '(合格性考试, 包含科目, 地理)', '(合格性考试, 包含科目, 物理)', '(合格性考试, 包含科目, 化学)', '(合格性考试, 包含科目, 生物学)', '(合格性考试, 包含科目, 信息技术)', '(考生, 申请认定, 外省市合格性考试成绩)', '(考生, 持有, 外省市高中学业水平考试成绩单)', '(上海教育考试院, 认定, 外省市合格性考试成绩)', '(外省市省级教育考试机构, 统一组织, 高中学业水平考试)', '(合格性考试成绩, 经认定结果为, 合格)']"
高考学考,高中学业水平考试,报名篇,问：如何申请外省市合格考成绩认定？答：（1）本市高中在校生：可于指定时间内向其学籍所在学校提出申请，并向学校提交省级考试机构统一组织的高中学业水平考试成绩单等相关材料、考生本人有效身份证件及复印件；（2）其他考生：可于指定时间内联系报名的区招考机构进行外省市成绩认定申请，并按照区招考机构指定的方式提供签名确认后的《外省市普通高中学业水平考试成绩认定申请表》、持省级考试机构统一组织的高中学业水平考试成绩单等相关材料原件和复印件与考生本人身份证原件和复印件（正反两面）。注：相关成绩认定时间以“上海招考热线”网站公告为准。,"['(高考学考, 全称为, 高中学业水平考试)', '(普通高中在籍在读学生, 申请方式, 学籍所在学校)', '(普通高中在籍在读学生, 需提交, 省级考试机构统一组织的高中学业水平考试成绩单)', '(普通高中在籍在读学生, 需提交, 考生本人有效身份证件及复印件)', '(其他考生, 联系, 区考试招生机构)', '(其他考生, 需提供, 签名确认后的外省市普通高中学业水平考试成绩认定申请表)', '(其他考生, 需提供, 身份证原件和复印件)', '(省级考试机构统一组织的高中学业水平考试成绩单, 组织者, 省级考试机构)', '(上海招考热线网站, 发布, 成绩认定时间公告)']"
高考学考,高中学业水平考试,报名篇,问：考生于1月合格考时已提交过外省市成绩认定申请的考生，3月报考时还需要再次提交吗？答：不需要。,"['(高考学考, 全称, 高中学业水平考试)', '(考生, 提交, 外省市成绩认定申请)', '(外省市成绩认定申请, 提交时间, 1月合格性考试)']"
高考学考,高中学业水平考试,报名篇,问：考生是否可以报考1月份合格考的语文、数学科目，外语合格考缺考。再同时报考春考的1月份外语考试？答：可以报考，报考合格考请联系在校老师，1月份外语考试需在高考大报名时勾选对应考试。,"['(高考学考, 等同, 高中学业水平考试)', '(1月合格性考试, 包含科目, 语文)', '(1月合格性考试, 包含科目, 数学)', '(春考, 包含, 1月份外语科目考试)', '(高考报名, 需勾选, 1月份外语科目考试)', '(1月合格性考试, 报考需联系, 在校老师)']"
高考学考,高中学业水平考试,报名篇,问：5月等级性考试开考哪些科目？答：5月等级性考试科目为思想政治、历史、地理、物理、化学、生物学6门科目。,"['(高考学考, 别名, 高中学业水平考试)', '(5月等级性考试, 属于, 高中学业水平考试)', '(5月等级性考试, 开考科目, 思想政治)', '(5月等级性考试, 考试科目, 地理)', '(5月等级性考试, 开考科目, 化学)']"
高考学考,高中学业水平考试,报名篇,问：等级考有补考吗？答：没有补考。,"['(等级考试, 属于, 高中学业水平考试)', '(等级考试, 是否有补考, 否)']"
高考学考,高中学业水平考试,报名篇,问：等级性考试科目什么时候选定？可以选考几门？答：等级考的报考时间常规安排在每年3月至4月。具体时间及政策说明均以发布的报名文件为准。考生可根据高校招生要求和自身兴趣特长，在6门科目中最多选择3门参加考试。同时需满足报考高校专业的科目要求（详情可查看“上海招考热线”网站（www.shmeea.edu.cn）高考栏目中《2024年普通高校本科专业选考科目要求》）。,[]
高考学考,高中学业水平考试,报名篇,"问：报名参加等级性考试的条件是什么？答：合格性考试成绩合格的考生方可报考相应科目的等级性考试。参加过本市高中学业水平考试的往届生若已取得相应科目的合格成绩,可直接报考对应科目的等级性考试。合格性考试成绩不合格的考生不得报考对应科目的等级性考试。","['(合格性考试, 需成绩合格以报考, 等级性考试)', '(合格性考试成绩合格, 是报考的必要条件, 相应科目的等级性考试)', '(考生, 未通过, 合格性考试)']"
高考学考,高中学业水平考试,报名篇,问：参加过高中学业水平考试且成绩合格的往届生，若报考某科目的等级性考试，是否还需要重新参加该科目的合格性考试？答：不需要。只要取得该科目合格性考试合格成绩，就可以报考该科目的等级性考试。若取得的是2016届及之前高中学业水平考试的成绩，则A、B、C、D为合格，F为不合格。,[]
高考学考,高中学业水平考试,报名篇,问：等级性考试科目选定后可以考几次？答：2024年应届毕业考生首次报名参加高考时，其选定的等级性考试不得超出3门科目，且均只能参加一次考试，报考后不可更换考试科目。,"['(等级性考试, 属于, 高考)', '(2024年应届毕业考生, 选定, 3门等级性考试科目)', '(等级性考试科目, 可报考最大数量, 3)', '(等级性考试科目, 考试次数限制, 一次)', '(2024年应届毕业考生, 不可更换, 已选定的等级性考试科目)']"
高考学考,高中学业水平考试,报名篇,"问：等级性考试成绩如何呈现？怎么折算记入高考总分？答：详见下表：等级：A+；约占比例：5%；换算分值：70
等级：A；约占比例：10%；换算分值：67
等级：B+；约占比例：10%；换算分值：64
等级：B；约占比例：10%；换算分值：61
等级：B-；约占比例：10%；换算分值：58
等级：C+；约占比例：10%；换算分值：55
等级：C；约占比例：10%；换算分值：52
等级：C-；约占比例：10%；换算分值：49
等级：D+；约占比例：10%；换算分值：46
等级：D；约占比例：10%；换算分值：43
等级：E；约占比例：5%；换算分值：40","['(等级性考试成绩, 折算计入, 高考总分)','(A+, 约占比例, 5%)', '(A+, 换算分值, 70)', '(A, 约占比例, 10%)', '(A, 换算分值, 67)', '(B+, 约占比例, 10%)', '(B+, 换算分值, 64)', '(B, 约占比例, 10%)', '(B, 换算分值, 61)', '(B-, 约占比例, 10%)', '(B-, 换算分值, 58)', '(C+, 约占比例, 10%)', '(C+, 换算分值, 55)', '(C, 约占比例, 10%)', '(C, 换算分值, 52)', '(C-, 约占比例, 10%)', '(C-, 换算分值, 49)', '(D+, 约占比例, 10%)', '(D+, 换算分值, 46)', '(D, 约占比例, 10%)', '(D, 换算分值, 43)', '(E, 约占比例, 5%)', '(E, 换算分值, 40)']"
